@relation arousal

@attribute class {-1,1}
@attribute user numeric
@attribute Theta_1 numeric
@attribute Alpha_1 numeric
@attribute LowBeta_1 numeric
@attribute HighBeta_1 numeric
@attribute Gamma_1 numeric
@attribute Theta_2 numeric
@attribute Alpha_2 numeric
@attribute LowBeta_2 numeric
@attribute HighBeta_2 numeric
@attribute Gamma_2 numeric
@attribute Theta_3 numeric
@attribute Alpha_3 numeric
@attribute LowBeta_3 numeric
@attribute HighBeta_3 numeric
@attribute Gamma_3 numeric
@attribute Theta_4 numeric
@attribute Alpha_4 numeric
@attribute LowBeta_4 numeric
@attribute HighBeta_4 numeric
@attribute Gamma_4 numeric
@attribute Theta_5 numeric
@attribute Alpha_5 numeric
@attribute LowBeta_5 numeric
@attribute HighBeta_5 numeric
@attribute Gamma_5 numeric
@attribute Theta_6 numeric
@attribute Alpha_6 numeric
@attribute LowBeta_6 numeric
@attribute HighBeta_6 numeric
@attribute Gamma_6 numeric
@attribute Theta_7 numeric
@attribute Alpha_7 numeric
@attribute LowBeta_7 numeric
@attribute HighBeta_7 numeric
@attribute Gamma_7 numeric
@attribute Theta_8 numeric
@attribute Alpha_8 numeric
@attribute LowBeta_8 numeric
@attribute HighBeta_8 numeric
@attribute Gamma_8 numeric
@attribute Theta_9 numeric
@attribute Alpha_9 numeric
@attribute LowBeta_9 numeric
@attribute HighBeta_9 numeric
@attribute Gamma_9 numeric
@attribute Theta_10 numeric
@attribute Alpha_10 numeric
@attribute LowBeta_10 numeric
@attribute HighBeta_10 numeric
@attribute Gamma_10 numeric
@attribute Theta_11 numeric
@attribute Alpha_11 numeric
@attribute LowBeta_11 numeric
@attribute HighBeta_11 numeric
@attribute Gamma_11 numeric
@attribute Theta_12 numeric
@attribute Alpha_12 numeric
@attribute LowBeta_12 numeric
@attribute HighBeta_12 numeric
@attribute Gamma_12 numeric
@attribute Theta_13 numeric
@attribute Alpha_13 numeric
@attribute LowBeta_13 numeric
@attribute HighBeta_13 numeric
@attribute Gamma_13 numeric
@attribute Theta_14 numeric
@attribute Alpha_14 numeric
@attribute LowBeta_14 numeric
@attribute HighBeta_14 numeric
@attribute Gamma_14 numeric
@attribute Theta_15 numeric
@attribute Alpha_15 numeric
@attribute LowBeta_15 numeric
@attribute HighBeta_15 numeric
@attribute Gamma_15 numeric
@attribute Theta_16 numeric
@attribute Alpha_16 numeric
@attribute LowBeta_16 numeric
@attribute HighBeta_16 numeric
@attribute Gamma_16 numeric
@attribute Theta_17 numeric
@attribute Alpha_17 numeric
@attribute LowBeta_17 numeric
@attribute HighBeta_17 numeric
@attribute Gamma_17 numeric
@attribute Theta_18 numeric
@attribute Alpha_18 numeric
@attribute LowBeta_18 numeric
@attribute HighBeta_18 numeric
@attribute Gamma_18 numeric
@attribute Theta_19 numeric
@attribute Alpha_19 numeric
@attribute LowBeta_19 numeric
@attribute HighBeta_19 numeric
@attribute Gamma_19 numeric
@attribute Theta_20 numeric
@attribute Alpha_20 numeric
@attribute LowBeta_20 numeric
@attribute HighBeta_20 numeric
@attribute Gamma_20 numeric
@attribute Theta_21 numeric
@attribute Alpha_21 numeric
@attribute LowBeta_21 numeric
@attribute HighBeta_21 numeric
@attribute Gamma_21 numeric
@attribute Theta_22 numeric
@attribute Alpha_22 numeric
@attribute LowBeta_22 numeric
@attribute HighBeta_22 numeric
@attribute Gamma_22 numeric
@attribute Theta_23 numeric
@attribute Alpha_23 numeric
@attribute LowBeta_23 numeric
@attribute HighBeta_23 numeric
@attribute Gamma_23 numeric
@attribute Theta_24 numeric
@attribute Alpha_24 numeric
@attribute LowBeta_24 numeric
@attribute HighBeta_24 numeric
@attribute Gamma_24 numeric
@attribute Theta_25 numeric
@attribute Alpha_25 numeric
@attribute LowBeta_25 numeric
@attribute HighBeta_25 numeric
@attribute Gamma_25 numeric
@attribute Theta_26 numeric
@attribute Alpha_26 numeric
@attribute LowBeta_26 numeric
@attribute HighBeta_26 numeric
@attribute Gamma_26 numeric
@attribute Theta_27 numeric
@attribute Alpha_27 numeric
@attribute LowBeta_27 numeric
@attribute HighBeta_27 numeric
@attribute Gamma_27 numeric
@attribute Theta_28 numeric
@attribute Alpha_28 numeric
@attribute LowBeta_28 numeric
@attribute HighBeta_28 numeric
@attribute Gamma_28 numeric
@attribute Theta_29 numeric
@attribute Alpha_29 numeric
@attribute LowBeta_29 numeric
@attribute HighBeta_29 numeric
@attribute Gamma_29 numeric
@attribute Theta_30 numeric
@attribute Alpha_30 numeric
@attribute LowBeta_30 numeric
@attribute HighBeta_30 numeric
@attribute Gamma_30 numeric
@attribute Theta_31 numeric
@attribute Alpha_31 numeric
@attribute LowBeta_31 numeric
@attribute HighBeta_31 numeric
@attribute Gamma_31 numeric
@attribute Theta_32 numeric
@attribute Alpha_32 numeric
@attribute LowBeta_32 numeric
@attribute HighBeta_32 numeric
@attribute Gamma_32 numeric
@attribute Theta_33 numeric
@attribute Alpha_33 numeric
@attribute LowBeta_33 numeric
@attribute HighBeta_33 numeric
@attribute Gamma_33 numeric
@attribute Theta_34 numeric
@attribute Alpha_34 numeric
@attribute LowBeta_34 numeric
@attribute HighBeta_34 numeric
@attribute Gamma_34 numeric
@attribute Theta_35 numeric
@attribute Alpha_35 numeric
@attribute LowBeta_35 numeric
@attribute HighBeta_35 numeric
@attribute Gamma_35 numeric
@attribute Theta_36 numeric
@attribute Alpha_36 numeric
@attribute LowBeta_36 numeric
@attribute HighBeta_36 numeric
@attribute Gamma_36 numeric
@attribute Theta_37 numeric
@attribute Alpha_37 numeric
@attribute LowBeta_37 numeric
@attribute HighBeta_37 numeric
@attribute Gamma_37 numeric
@attribute Theta_38 numeric
@attribute Alpha_38 numeric
@attribute LowBeta_38 numeric
@attribute HighBeta_38 numeric
@attribute Gamma_38 numeric
@attribute Theta_39 numeric
@attribute Alpha_39 numeric
@attribute LowBeta_39 numeric
@attribute HighBeta_39 numeric
@attribute Gamma_39 numeric
@attribute Theta_40 numeric
@attribute Alpha_40 numeric
@attribute LowBeta_40 numeric
@attribute HighBeta_40 numeric
@attribute Gamma_40 numeric

@data
1,28,6761.3,3407.1,1657.2,1234.5,1174.7,6528.1,3268.2,1568.3,1178,1127.5,4550.8,2259,1111.6,821.24,790.3,1851.7,865.93,502.02,404.93,382.71,5059.7,2421.6,1157.9,904.73,880.99,18938,9518.7,4463.3,3406.9,3266.5,8396.9,4089.4,1935.9,1504.7,1452.9,2722.8,1703,784.48,535.98,481.58,4528.4,2489.8,1194.6,844.36,784.23,3650.5,1780.9,895.42,683.09,639.32,888.1,676.01,419.37,262.37,209.18,8353.1,4359.3,2059.8,1534.7,1443,964.75,788.66,455.98,267.48,227.95,6274.5,3189.7,1549.6,1143.3,1071.6,2627.3,1443.9,690.98,484.89,459.52,15252,7655.9,3610.5,2745.6,2630.5,9119,4643.7,2233,1660.6,1572,9557.3,4869.7,2327.4,1723.7,1632.4,8527.3,4315.2,2047,1527.8,1468.8,4030.3,1903.4,982.67,722.13,674.31,5255.5,2784.4,1358.7,993.51,906.63,3227.5,1444.7,740.02,580.53,543.59,1552.2,868.58,540.8,325.35,260.41,2069.6,1069.7,716.18,490.68,372.49,491.12,610.05,362.58,176.27,125.55,2149.6,1184.8,599.29,424.69,364.07,1293.9,935.4,473.82,287.5,247.66,3999.9,2103.1,1001.1,749.74,697.11,1852.7,996.3,512.76,357.74,336.99,4880.5,2689.7,1251.9,916.55,869.27,6966.7,3494.1,1657.7,1248.2,1191.1,3240.6,1798.7,843.94,601.4,571.28,3074.1,1488.6,707.56,530.79,509.25,3289.8,1185.6,645.11,552.21,501.17,797.07,453.06,408.44,343.25,325.06,4295.7,2338.2,1405.1,961.6,731.42,2112.8,1356.5,933.36,669.64,658.64,1326.8,1162,1100.9,805.15,719.51,1631.3,1255.7,1310.1,991.01,910.38,4434.6,3313.4,2172.6,1103.4,623.03
1,28,4989.5,2918.4,1404.5,955.08,865.55,4799.3,2787.4,1334.3,889.91,814,3417.6,1903.7,976.01,630.1,574.2,1403.1,775.67,452.47,321.49,285.89,3728.8,2012,969.38,670.85,635.04,14011,8011.9,3815.2,2581.1,2428.4,6248.1,3347.2,1636.7,1129.7,1078.1,2132.8,1508,720.49,434.86,384.49,3439.5,2209.1,1050,649.89,591.99,2735.7,1494.3,782.5,502.95,485.49,732.74,754.73,404.19,218.49,173.34,6298.3,3691.1,1752.3,1165.2,1087.1,822.19,817.26,433.53,249.68,201.27,4703,2703.1,1320.8,881.03,813.72,1981.5,1289.5,631.79,386.44,354.57,11303,6523.2,3085.4,2084.7,1957.8,6677,3950.9,1876.6,1284.2,1176.1,6979.2,4152.3,1964,1317,1216.1,6273.5,3685.9,1752.1,1150.2,1094.4,2941,1701.3,826.03,503.25,465.59,3792,2494.8,1144.6,760.83,678.49,2332.5,1246.3,607.15,384.58,362.64,1259.9,827.42,513.73,269.76,212.03,1647.7,948.73,680.92,398.17,302.35,563.27,725.32,381.37,174.49,124.04,1574.3,1248.2,523.23,311.08,254.16,1078.7,957.59,455.1,247.89,208.95,3028.3,1789.1,886.76,566.22,532.84,1382.8,915.4,471.35,298.64,258.48,3716.9,2436,1105.9,706.64,663.25,5123.8,2997.4,1413.1,964.55,882.56,2449,1595.3,762.06,466.98,441.94,2197,1258.5,582.58,387.63,367.49,2009.7,713.08,357.04,286,267.63,504.22,326.86,231.07,190.45,154.83,2667.9,1666.2,1023,605.28,436,1678,1287.1,883.83,602.6,556.34,1289.6,1241.1,883.73,554.57,444.84,1374.6,1278.7,930.96,600.66,497.03,4331.7,3287.7,2127.5,1001.6,571.76
1,28,4574.4,2821.6,1472.8,1156.8,1158.8,4358.3,2695.2,1400,1098.8,1111.3,3200,1862.7,1007.8,772.35,776.52,1708.9,856.96,479.43,378.02,359.22,3428.9,1924.7,1057.3,856.02,889.34,12873,7745.4,4111.3,3159.8,3228,5940.8,3253.5,1769.5,1388.8,1434.7,2015.5,1496.2,754.75,518.75,484.9,3177.7,2126.1,1096.4,794.3,768.11,2713.1,1519.1,831.81,612.8,624.89,961.82,838.82,403.97,219.64,180.57,6015,3611.1,1898.6,1411.8,1412.7,870.63,939.84,447.73,244.35,208.16,4644.4,2700.5,1416.6,1063.2,1059.2,1867,1274.2,666.83,454.96,450.15,10426,6270.9,3298.8,2563.9,2592.8,6125.1,3820.8,1983.8,1521.6,1524.9,6411.1,4005.7,2088.6,1583,1586.1,5719.3,3569.1,1901.3,1412.8,1457.5,3039.9,1690.7,874.47,619.06,633.9,3689.7,2449.9,1196.4,855.16,830.21,2508.1,1206.7,647.34,490.5,502.58,1399,898.34,536.17,295.49,239.88,1757.3,995.09,679.01,429.44,351.6,564.29,742.81,380.83,171.47,120.96,2139.4,1332,547.29,334.08,274.57,1028.6,999.36,476.76,270.65,246.32,2883.8,1805.8,954.24,679.06,688.93,1301.9,992.33,495.51,335.29,330.01,3385.6,2350.7,1195,851.7,858.75,4726.5,2888,1489.6,1157.8,1173.7,2236.4,1544.2,822.05,569.77,568.43,2063.1,1207.1,631.88,485.95,494.92,3049.2,944.73,386.67,302.34,292.43,440.38,298.63,229.65,205.72,192.01,1797.8,1331.2,864.94,419.25,220.8,1611.5,1378.5,857.09,604.47,571.65,1308.8,1420.8,998.41,664.11,579.47,1373,1415,1068.9,749.82,665.33,4101.9,3231,2242,1051.9,619.39
1,28,5311.3,3126.1,1835.8,1462.5,1574.2,5150,3037,1810.3,1462.9,1557.6,3552.4,2120.3,1342,1076.6,1132.5,1626,1114.8,1028.8,1009.3,1021.8,4051.7,2435.9,1691.2,1549.9,1633.5,14743,8827.7,5091,4180.3,4455.9,6484.1,3824.8,2283.3,1929.4,2045.8,2297.5,1770.1,1039.4,895.03,881.33,3572.4,2336.4,1298.6,989.84,1014.6,2794.4,1730.3,1000.2,820.24,846.93,725.5,710,413.34,236.51,194.35,6517.1,4083,2312.4,1841.2,1927.1,895.01,823.42,450.03,263.29,242.96,4822.9,2978.1,1748.7,1397.5,1476.4,2134.1,1367.7,749.39,563.65,576.95,11925,7057.6,4162.3,3395,3610.9,7118.1,4235.7,2435,1928.8,2065.9,7469.7,4475.2,2556.4,2025.8,2149.9,6692.5,4038.7,2340.1,1925.2,2033.7,3175.6,1844.6,1098.3,882.7,912.65,4085.5,2515,1414.5,1055.9,1097.2,2558.4,1437.8,860.29,722.1,753.41,1192.3,836.85,554.1,327.83,280.84,1588,1038.1,748.13,513.25,430.83,557.29,680.22,400.5,210.76,174,1625.3,1113.1,591,386.85,321.72,1076.9,926,497.03,313.45,292.17,3113.5,2012,1100.8,869.11,908.57,1471.7,957.56,614.66,463.7,494.51,3877.8,2502.7,1391.3,1072.7,1119.9,5445.8,3245.9,1925.5,1556.6,1673.9,2602.1,1694.9,927.04,706.48,728.49,2761.9,1551.3,887.71,710.76,719.73,2022,812.12,454.38,352.24,310.52,541.59,364.82,380.69,349.69,342.26,1626.5,1286.2,849.81,398.14,181.85,1799,1503.7,1083,914.47,855.12,1393.3,1331,1083.4,848.63,749.84,1447.6,1385.5,1273.3,1047.4,945.33,3804.4,3191.1,2155.9,1069.4,574.15
1,28,5445.2,3087.5,2027,1984.2,2016.9,5329.6,2981.1,1945,1906.7,1940.8,3650.8,2039.7,1405.5,1324.3,1334.4,2280.7,1035.9,770.71,738.01,720.26,3978.7,2245.2,1546.3,1535.1,1597.2,14929,8620.5,5572.8,5458.1,5564.7,6839.9,3716.9,2515.8,2499.7,2504.9,2267.4,1526.3,899.71,796.89,785.89,3661.2,2258.4,1394.4,1274.9,1292.1,3203.1,1662.2,1163.9,1146.4,1097.3,1420.6,771.34,506.74,433.93,345.16,6804.7,3940.6,2513.2,2400.3,2409.1,984.77,788.49,465.45,322.16,282.5,5199.8,2943.6,1912.6,1806.5,1795.3,2412.7,1349.8,828.83,765.94,769.87,12040,6934.6,4488.6,4377.5,4469.9,7324.1,4226.4,2809.5,2748.9,2744.6,7748.6,4411.4,2808,2687.8,2781.2,6848,3981.1,2551.4,2477.8,2530.9,4516.7,2067.9,1309.8,1255.3,1247.5,4997.6,2735.9,1734.2,1606.5,1619.2,3768.8,1565.2,1005.5,1026.4,1021.5,1689.2,904.84,595.4,463.28,400.41,2161.3,1052.4,810.12,734.21,609.01,573.17,708.89,389.7,206,156.87,3257.2,1453.7,851.57,779.86,685.54,1119.8,973.59,528.51,383.86,375.95,3308.8,1913.9,1241.7,1187,1175.6,1475.4,946.97,626.71,552.11,550.64,4024.6,2514.8,1511.1,1425.9,1451.8,5508,3171.8,2053.6,1991.3,2031.5,2833.7,1663.3,1016.6,951.94,958.9,2877.2,1512.4,933.76,890.08,895.37,4849,1493.7,967.75,1083.5,908.87,1016.7,637.94,863.83,750.98,730.58,2228.3,1475.7,932.95,485.18,306.33,1691.3,1238.8,935.56,809.9,798.87,1429.2,1240.6,1178.9,973.94,1027.3,1830,1425.8,1760.4,1400.9,1471.9,4227.2,3215,2124.4,968.12,524.76
-1,28,4745.2,2937.1,1512,1055.4,1035.9,4573.5,2795.8,1423.4,997.2,975.02,3264.2,1998.9,1116.8,797.39,745.9,1708.1,883.53,628.64,503.96,440.96,3541.8,2059.5,1115.1,847.71,814.35,13417,8128,4251.7,3120.9,2983,6079.6,3546.1,1979.1,1511.9,1409,2072.7,1594.1,774.52,526.4,487.85,3277.4,2234.3,1144.1,767.86,714.37,2752.3,1634.2,961.06,743.66,655.95,926.54,752.35,472.95,319.59,244.09,6129.3,3861.6,2051.8,1484.8,1380.9,823.98,754.48,450.52,257.14,212.75,4590.7,2841.8,1584.5,1157.5,1071.3,1995.4,1218.2,662.07,442.63,407.61,10772,6602.3,3433.1,2488.8,2396.4,6383.9,3960.1,2061.3,1454,1433.4,6684.7,4129.8,2161.3,1477.7,1439.5,6034.5,3640,1902.6,1356.4,1309.3,3164,1577,889.83,612.72,579.74,3801.3,2379.6,1240.6,857.42,808.98,2593.1,1194.7,685.72,513.78,481.92,1313.1,833.04,588.4,377.11,296.93,1718.5,1023.8,778.61,563.37,412.85,477.43,680.87,374.19,198.11,131.18,2057.7,1191.5,659.45,492.1,390.02,1026.6,923.75,480.4,275.1,234.88,2947.2,1917.9,1030.9,754.96,674.66,1263.9,954.74,510.78,326.24,307.13,3576.4,2335.6,1172.5,809.85,782.59,4842.7,3017.1,1569.5,1104.8,1072.1,2436.7,1536.3,806.66,543.48,512.22,2200.7,1256.8,641.13,443.25,437.86,3078,1046.8,808.47,741.46,601.71,479.3,301.43,219.27,170.8,154.69,33342,18372,10208,6811.6,4541.6,1525.4,1278.7,822.74,646.91,560.05,1352.4,1230.6,799.19,546.98,412.57,1429.9,1251.6,823.75,584.4,453.28,34029,18678,10230,6823.1,4637.1
1,28,5652.2,3067.4,1557.2,1001.6,1118.9,5450,2953.7,1497.4,941.4,1061,3739.5,2032.2,1098.7,679.21,760.49,1528.2,825.66,584.94,453.44,466.87,4172.8,2177.5,1175.6,795.29,915.19,15894,8503.2,4299.8,2814.2,3129.2,6953,3644.3,1888.7,1269.9,1403.1,2443.6,1627.1,865.5,561.91,575.96,3885.8,2278.6,1150,681.93,750.88,3006.5,1614.3,873.75,588.05,609.23,843.91,650.46,403.24,237.86,194.47,7034.6,3920.7,2006.3,1263.4,1395,841.56,700.93,441.13,256.39,211.42,5181.8,2863.7,1535.1,966.11,1056.2,2331.4,1320.9,665.31,423.78,424.31,12758,6846.5,3483.4,2250.6,2525.5,7664,4161.4,2102.4,1348.5,1507.9,8023.6,4367.4,2198.4,1401.9,1547.9,7204.8,3859.3,1953.4,1271.2,1401.2,3443.4,1764,898.09,573.21,591.31,4495.8,2486.7,1256.2,793.09,845.11,2753.3,1360.2,662.26,451.41,473.9,1315.3,821.98,549.5,286.92,247.99,1736.8,1011.5,732.12,426.11,353.81,469.42,594.77,349.73,184.66,130.56,1979.1,1081.5,546.83,339.5,304.21,1169.9,878.39,453.28,269.89,244.95,3360.4,1905.8,991.29,637.04,663.85,1528.9,905.59,505.43,316.54,331.36,4224.8,2478,1206.7,757.08,825.55,5778.5,3115.4,1593.7,1025,1148,2853,1643.4,817.86,516.67,535.35,2574.5,1342.9,658.91,421.63,471.26,2585.7,873.2,461.29,383.65,355.59,516.36,314.48,209,179.94,150.34,219000,112000,47815,32263,24801,2298,1547.3,1023.1,768.75,710.68,1252.8,1199.6,818.19,543.48,455.88,1354.1,1220.5,831.96,590.15,498.2,219000,111000,47708,32204,24731
-1,28,4480.8,2626.4,1698.3,1321,1397.3,4167.5,2544,1599.5,1154.5,1269.6,4041.3,1976.8,1225.2,907.86,923.22,3652.4,1368.3,802.96,710.19,747.2,3865.6,1975.8,1342.4,1073.5,1115.8,14057,7504.5,4537.7,3492.9,3664.1,8126,3601.8,2114,1683.5,1710.6,2169.1,1448,865.97,683.37,656.39,3384.7,1980.2,1177.7,843.87,885.11,4377.9,1738.6,1005.6,780.61,789.91,2068.5,870.14,473.95,334.4,316.45,7896.1,3758.7,2221.6,1640.2,1659.2,1008.1,743.04,458.37,280.32,286.56,6648.9,2968.7,1663.1,1278.9,1278.8,1950.7,1147.3,702.68,507.49,607.2,11166,6085.2,3665.4,2818.7,2935.3,5909.7,3594.5,2178.9,1727.6,1783.6,6082.6,3711.9,2291.8,1686.8,1785.5,5610.7,3282.8,2080.7,1537.7,1649.2,4896.7,1877.9,1009.5,772.31,839.7,4654.9,2395.6,1340.1,1114.4,1109.8,4309.4,1505.8,787.95,638.78,802.32,2672.5,976.83,583.41,374.25,356.57,3481.5,1205.3,770.15,543.21,491.6,566.82,593.41,387.69,190.52,160.92,4590.4,1684.9,775.15,597.19,644.16,942.26,826.98,508.24,316.08,301.21,3898.5,1802,1065.2,800.7,814.94,1245.9,857.47,533.97,375.32,367.1,3240.7,2166.2,1324.5,927.63,1026.4,4752.2,2753.1,1672.7,1278.5,1317.8,2198.2,1410.1,849.35,608.58,689.89,2827.6,1516,922.88,685.14,678.03,8338.5,3059.3,1648.4,1276.3,1152.1,895.24,735.15,573.27,459.42,528.44,2508.4,1584.3,993.4,553.16,398.15,3346.3,1829.2,1201.6,909.1,814.69,1993.3,1431.9,1170.3,1028.4,937.49,1904.2,1385,1344,1167.4,1081.2,3979.9,3199.1,2081.9,977.21,651.38
-1,28,5260.5,2981.6,1542.2,1132.3,1089.5,5045.4,2870.7,1477.5,1091.8,1042,3698.2,2030.2,1084.6,801.65,751.47,1940.1,955.96,657.59,587.45,548.07,4063.9,2179.4,1245.5,1097,1018.8,15110,8349.1,4317.3,3156,3052.2,6969.7,3601.9,1899.5,1458.7,1395.8,2250.5,1608.1,880.53,604,635.99,3572.6,2242.7,1161.7,760.11,729.04,3184,1644.8,879.97,639,598.37,1058.2,765.28,414.87,245.45,190.64,6852.9,3894.8,2010.1,1416.6,1354.1,896.34,845.31,443.08,263.31,218.06,5194.5,2916.2,1518.3,1096.2,1037.7,2139.6,1321.3,682.26,442.79,409.16,12032,6709.1,3470.9,2557.2,2476.1,7015.3,4048.8,2091.8,1524.2,1473.5,7322.4,4243.8,2198.8,1567.3,1515.6,6763.7,3801.6,1965.5,1427.3,1380.7,3429.4,1775.8,905.95,632.67,597.1,4112,2490,1264.7,886.23,829.97,2782.1,1342.2,689.54,501.23,478.56,1495.2,900.39,539.41,289.78,234.38,1965.3,1062.3,713.76,448.75,341.56,592.54,716.21,411.75,192.07,136.61,2266.3,1269.1,581.77,350.19,279.18,1097.4,942.29,501.06,276.23,237.08,3349.8,1932.2,995.55,676.13,641.99,1452.3,974.75,520.1,379.08,340.37,3921.1,2429.9,1225,837.55,798.05,5409.1,3080,1581.4,1196.9,1135.4,2615.4,1630.4,835.59,543.34,516.07,2365.2,1304.2,658.76,479.13,464.87,3437.2,1226.1,602.86,410.7,343.81,429.2,288.52,212.19,176.34,155.02,1871.7,1347.1,864.59,430.11,229.63,2001.6,1383.7,956.8,754.38,700.61,1452.5,1226.7,840.88,582.55,503.64,1486.3,1243.3,863.54,615.1,540.04,3992.6,3134.2,2080.6,929.39,495.91
-1,28,5108.3,3008.1,1823,1439.7,1503.4,4917.5,2907.8,1782.8,1398.4,1471.2,3374.7,2010.4,1306,1024.7,1062.1,1398.4,1072.7,881.1,830.76,877.28,3801.9,2253.2,1592.1,1408.5,1459.6,14417,8187.6,5015.6,4016.6,4211.6,6287.1,3493.4,2241.2,1836.3,1915.4,2164,1563.4,884.93,650.51,703.91,3507.5,2222.9,1285.2,942.77,984.06,2712.1,1584.1,983.17,779.05,799.06,768.12,798.64,405.02,238.11,181.9,6377.1,3777.1,2257.7,1774.4,1847.3,866.13,858.14,448.47,294.5,231.05,4753.9,2776.7,1716.1,1339.2,1391,2072.9,1285.9,738.88,548.05,553.16,11501,6666.7,4104.3,3257.5,3414.3,6891.3,4056.9,2433.9,1890.9,1973.1,7223.3,4255.5,2547.6,1962.6,2051.1,6526.7,3768.1,2288,1827.3,1913.4,3108.7,1757.1,1063.6,821.15,851.33,3980.8,2516.2,1397.1,1032.5,1048.8,2474.7,1322,822.37,668.55,697.38,1220.8,824.25,548.54,319.4,283.54,1562.3,992.91,712.82,487.51,426.45,578.27,765.1,398.69,204.64,150.69,1681,1195.1,591.92,381.94,320.38,1131.8,983.29,498.68,306.51,288.54,3061.4,1902.5,1084.9,841.92,871.95,1382.8,1033.9,626.89,462.97,453.07,3857.6,2391.1,1356.4,1037.7,1078.8,5235.5,3086.6,1902.3,1512.7,1573.2,2553,1597.4,905.37,682.29,701.45,2343.7,1301.7,777.03,618.29,649.12,2079.2,713.35,408.89,358.3,324.94,557.19,357.74,403.48,386.54,348.62,13467,7616.4,5158.1,3740,2838.5,1519.2,1410.3,989.26,777.16,777.58,1282.1,1398.7,1105.8,826.45,746.17,1312.5,1434.4,1314.2,1039.3,937.91,13611,7927.9,5326.2,3769.4,2849.3
-1,28,6135.8,3148.9,1673.9,1175.8,1075.9,5880.8,3035.4,1605.8,1111.9,1013.3,4107.4,2083.2,1162.6,800.19,710.96,1662.1,772.51,547.45,420.51,385.25,4530.1,2229.2,1208.9,868.19,797.91,17341,8923.4,4563.3,3275.8,2940.2,7686.1,3779.7,2007.5,1473.5,1320.4,2554.3,1623.9,783.67,507.51,454.92,4175.2,2362.6,1212.5,815.23,720.53,3322.3,1657.9,918.45,667.41,596.57,829.18,639.5,431.86,256.28,225.01,7678.7,4060.2,2109.7,1480.9,1317.1,932.77,732.15,462.83,258.21,215.8,5722,2958.8,1589.8,1133.6,995.05,2482.7,1352.8,699.83,459.67,407.91,13925,7141.1,3700.5,2644.5,2378.5,8196.9,4298.5,2244.5,1600.9,1460.6,8617.9,4534,2354.3,1631.9,1501.7,7814.3,4047.1,2063.3,1463.2,1320.8,3698.3,1801.1,997.09,649.34,601.12,4704.4,2554.4,1366.9,963.23,875.49,2938.5,1364,758.26,513.48,490.76,1430.9,809.73,575.14,331.33,265.05,1919.7,1006.4,742.89,502.64,364.18,493.49,640.59,377.16,178.09,126.83,2023,1101.2,617.6,430.7,371.89,1302.2,954.44,465.69,284.91,233.61,3679.5,1992.4,1028.4,724.08,639.99,1624.7,910.96,541.37,345.27,314.21,4618.3,2581.9,1266.1,880.25,781.61,6263.7,3215.1,1692.1,1200,1086.1,3073.9,1712,858.29,571.23,511.36,2851,1447.7,735.86,524.03,476.15,2709.6,867.65,635.59,533.37,514.98,1426.4,716.58,523.35,399.86,350.7,3126.6,1864.9,1124.7,716.08,512.23,1986.1,1290.5,921.43,675.59,625.2,1289.7,1092.3,1044.1,744.46,675.07,1705.2,1244.2,1278.3,938.85,856.7,4010,3124.5,2030.7,923.85,441.85
-1,28,3019.7,2113.3,1300.3,966.73,1003.7,2811.8,2014.8,1229.4,917.9,959.69,2310.3,1505.5,912.99,663.12,677.6,1515.9,772.34,454.53,347.8,338.24,2310,1454,909.23,708.25,761.91,8894.9,5835.3,3613.4,2691.8,2820.8,4405.8,2575,1546.3,1193.3,1249.5,1533.9,1332.8,748.35,572.25,560.26,2245.5,1703.6,1005.2,691.23,685.97,2147.4,1250.8,737.98,535.85,551.55,877.05,669.59,386.5,212.85,175.78,4520.6,2949.7,1687.2,1259.2,1254.9,703.89,730.37,425.79,234.86,187.21,3578.7,2229.1,1251.5,928.1,941.92,1183.3,948.88,600.41,396.91,388.88,7172.4,4760.6,2880.8,2169.4,2267.9,4037.5,2854.8,1756.2,1313.5,1355.8,4171.4,3004,1838.7,1358.7,1396.7,3722.9,2630.4,1677,1193.8,1266.2,2114.7,1261.2,777.99,494.55,542.04,2490.8,1860.6,1085.1,771.8,772.61,1801.2,916.86,559.29,386.53,429.55,1225.6,793.41,494.68,283.34,226.2,1509.2,915.06,637.01,413.44,322.28,479.49,673.27,362.44,172.05,121.37,1833.8,1162.4,564.21,339.73,341.16,762.2,835.68,444.67,248.62,228.87,2166.1,1457.7,832.7,591.46,605.25,877.97,717.98,436.47,294.74,289.19,2252.8,1812.2,1050.5,724.36,755.06,3172.7,2186.4,1310.6,985.02,1026.3,1425,1168.3,724.31,487.41,493.42,1264,885.15,543.51,398.15,426.91,2885.7,926.83,369.91,310.49,315.31,553.93,337.91,300.35,246.78,237.28,2284.7,1491.6,935.46,523.92,337.64,1402.7,1206.6,767.86,531.17,500.47,1177,1194.6,938.94,661.37,664.59,1227.3,1214.4,1043.9,763.39,718.67,4105.3,3301.1,2179.8,1032.5,607.2
