@Theta_1,Alpha_1,LowBeta_1,HighBeta_1,Gamma_1,Theta_2,Alpha_2,LowBeta_2,HighBeta_2,Gamma_2,Theta_3,Alpha_3,LowBeta_3,HighBeta_3,Gamma_3,Theta_4,Alpha_4,LowBeta_4,HighBeta_4,Gamma_4,Theta_5,Alpha_5,LowBeta_5,HighBeta_5,Gamma_5,Theta_6,Alpha_6,LowBeta_6,HighBeta_6,Gamma_6,Theta_7,Alpha_7,LowBeta_7,HighBeta_7,Gamma_7,Theta_8,Alpha_8,LowBeta_8,HighBeta_8,Gamma_8,Theta_9,Alpha_9,LowBeta_9,HighBeta_9,Gamma_9,Theta_10,Alpha_10,LowBeta_10,HighBeta_10,Gamma_10,Theta_11,Alpha_11,LowBeta_11,HighBeta_11,Gamma_11,Theta_12,Alpha_12,LowBeta_12,HighBeta_12,Gamma_12,Theta_13,Alpha_13,LowBeta_13,HighBeta_13,Gamma_13,Theta_14,Alpha_14,LowBeta_14,HighBeta_14,Gamma_14,Theta_15,Alpha_15,LowBeta_15,HighBeta_15,Gamma_15,Theta_16,Alpha_16,LowBeta_16,HighBeta_16,Gamma_16,Theta_17,Alpha_17,LowBeta_17,HighBeta_17,Gamma_17,Theta_18,Alpha_18,LowBeta_18,HighBeta_18,Gamma_18,Theta_19,Alpha_19,LowBeta_19,HighBeta_19,Gamma_19,Theta_20,Alpha_20,LowBeta_20,HighBeta_20,Gamma_20,Theta_21,Alpha_21,LowBeta_21,HighBeta_21,Gamma_21,Theta_22,Alpha_22,LowBeta_22,HighBeta_22,Gamma_22,Theta_23,Alpha_23,LowBeta_23,HighBeta_23,Gamma_23,Theta_24,Alpha_24,LowBeta_24,HighBeta_24,Gamma_24,Theta_25,Alpha_25,LowBeta_25,HighBeta_25,Gamma_25,Theta_26,Alpha_26,LowBeta_26,HighBeta_26,Gamma_26,Theta_27,Alpha_27,LowBeta_27,HighBeta_27,Gamma_27,Theta_28,Alpha_28,LowBeta_28,HighBeta_28,Gamma_28,Theta_29,Alpha_29,LowBeta_29,HighBeta_29,Gamma_29,Theta_30,Alpha_30,LowBeta_30,HighBeta_30,Gamma_30,Theta_31,Alpha_31,LowBeta_31,HighBeta_31,Gamma_31,Theta_32,Alpha_32,LowBeta_32,HighBeta_32,Gamma_32,class
1705.1,870.7,447.03,363.48,361.8,2568.5,1206.8,712.56,623.5,630.74,770.54,515.19,322.01,335,448.12,862.13,534.02,295.51,223.3,282.13,1996.6,541.4,270.41,262.55,279.94,1510.8,648.23,314.27,198.87,205.19,645.69,420.79,325.96,276.74,392.88,722.92,553.63,511.5,446.63,286.45,3398.8,998.88,469.59,310.73,312.19,2962.5,641.43,266.83,164.52,210.3,689.05,612.62,223.14,158.46,142.6,1146.1,770.75,246.96,152.3,148.74,806.96,827.02,232.28,141.99,126.79,956.58,861.04,252.06,146.09,136.37,2006.4,753.03,260.96,152.68,153.49,1617.2,508.11,175.31,126.22,118.75,801.06,616.24,286.12,217.99,210.47,2670.3,758.83,331.25,239.39,251.54,2162.4,621.94,225.21,153.88,147.69,1259.5,522.75,197.99,153.01,133.02,1630.4,866.76,480.01,404.05,326.41,1645.7,496.23,212.13,150.07,138.96,1011.9,591.43,249.16,215.14,191.75,1765.7,789.25,419.99,332.52,319.44,1704.1,748.18,336.5,287.3,270.91,2053.2,657.58,378.76,273.69,272.19,1632.3,733.43,384.51,328.65,324.66,2178.3,653.88,322.57,281.22,264.98,1244.9,817.19,343.61,255.98,241.33,2802.7,1208.9,660.48,553.26,561.51,767.83,694.93,221.84,140.87,118.02,701.89,714.21,245.29,152.1,136.49,-1
1492.1,614.02,351.46,211.8,107.07,2405.5,843.91,444.41,224.89,118.58,752.51,383.18,119.31,98.6,54.063,771.45,354.98,180.4,133.34,139.91,1483.7,392.4,151.76,133.82,87.5,1284.2,596.87,226.94,189.53,102.55,505.14,331.96,-14.019,-35.984,57.02,608.1,464.82,88.113,168.56,237.48,3118.9,859.84,437.98,323.78,235.02,2388,427.12,195.81,172.65,139.03,757.99,424.67,165.09,65.253,50.815,1085.5,454.53,195.53,114.58,96.161,866.98,521.07,205.5,90.025,51.524,868.9,507.39,218.14,104.23,91.614,1835.4,539.84,242.62,147.74,88.859,1321.9,484.41,152.25,79.52,73.006,961.19,501.87,244.6,191.71,114.63,2124.1,470.66,289.56,191.94,147.46,1821.2,520.41,195.45,133.15,97.374,1002.8,410.54,166.18,93.403,44.301,1809.4,708.99,394.69,210.97,89.34,1246,284.76,104.91,-125.55,-5.6825,1018.2,413.52,225.57,104.3,28.569,1802.9,688.85,372.1,234.26,101.79,1632.5,509.88,266.61,66.102,-8.5851,1712.1,421.17,184.18,95.971,160.21,1445.2,604.87,284.21,82.147,88.234,1968.7,566.87,265.89,152.44,75.404,1417.1,842.32,304.34,192.43,99.831,2848.4,1028.1,488.76,259.3,154.05,796.03,706.05,220.37,123.96,69.713,677.84,649.74,217.52,106.64,94.05,-1
983.37,520.84,382.72,333.4,386.17,1425.9,746.76,587.65,537.76,655.82,570.53,457.1,321.92,238.09,424.81,603.49,507.9,444.57,405.63,462.32,1129.4,476.93,319.42,421.27,350.42,902.98,456.48,294.69,240.04,209.09,397.95,443.55,261.75,238.79,344.48,460.61,346.55,194.41,181.52,244.43,1873.7,711.4,388.17,295.26,354.19,1680.4,392.61,205.07,200.08,192.92,424.27,317.95,183.36,184.72,171.47,751.56,309.33,196.61,142.64,129.23,570.2,424.79,216.59,173.31,148.67,737.04,468.56,220.43,126.16,108.35,1227.8,549.5,267.87,174.25,158.06,961.46,421.54,141.03,101.43,110.72,689.31,458.25,226.27,194.99,172.84,1553.4,430.52,283.92,258.21,241.12,1311.7,402.38,210.81,156.67,167.46,852.16,372.88,198.53,189.29,134.34,935.5,681.6,390.99,352.86,365.17,973.42,345.64,182.68,150.92,183.68,603.19,383.11,256.1,223.76,213.42,886.84,600.28,381.54,335.62,350.68,911.95,518.28,318.87,265.86,336.11,1247.6,455.82,301.66,297.76,298.91,934.81,511.91,336.79,314.25,368.29,1178.9,503.21,281.24,230.53,295.41,679.4,610.41,328.41,281.13,262.31,1426.1,859.72,549.09,500.02,616.41,605.35,546.75,228.39,159.85,129.59,753.3,623.39,234.02,128.88,108.91,-1
2209.6,920.87,575.51,438.36,499.95,3163.2,1367.8,827.37,638.26,743.7,940.24,532.89,309.69,307.3,322.77,1195.7,591.75,349.71,269.58,339.01,2922.9,697.22,437.81,381.57,399.75,2103.5,691.32,376.12,285.92,272.76,776.27,495.98,293.2,281.96,230.5,726.65,404.2,303.05,291.28,282.37,4873,1090.4,512.5,386.64,418.85,4251.1,680.71,355.59,315.58,301.06,820.04,444.83,230.49,214.27,204.07,1580,550.19,216.79,193.02,163.11,986.84,528.07,235.46,212.32,190.11,1187.3,630.25,231.43,162.37,135.78,2814.6,679.28,306.76,260.84,218.41,2393.1,484.35,187.12,172.08,140.28,823.4,565.51,343.06,290.46,283.88,3712.9,810.28,457.65,362.39,381.24,3176.1,590.34,252.63,230.1,196.34,1885.1,469.6,268.34,248.17,235.72,1958.7,939.51,563.61,412.68,441.05,2457.5,515.18,382.45,474.78,457.04,1269.1,533.19,310.93,262.29,272.68,2292.5,901.71,498.56,379.8,428.74,2352.9,800.54,446.82,355.73,395.38,2852,708.5,462.94,298.49,395.36,2158.7,946.37,517.18,396.66,474.39,3095.1,725.71,371.05,312.97,325.83,1563.3,780.33,409.48,325.88,332.37,3623.3,1316.4,745.19,591.97,645.24,907.71,627.58,247.97,193.76,168.7,845.85,666.6,248.14,154.06,115.98,-1
1535.3,653.77,357.14,150.56,98.491,2344.1,1011.6,439.85,179.15,127.08,711.18,191.37,159.97,65.283,15.598,909.38,243.58,201.07,127.91,47.289,1776.1,379.53,204.49,87.269,160.51,1303.8,488.09,227.96,112.12,56.478,478.05,262.03,172.39,74.223,29.331,480.75,299.86,339.79,264.16,324.59,3604.7,845.72,419.87,264.72,313.48,2781.3,477.96,214.62,133.52,117.72,807.42,250.91,133.77,111.56,96.895,1123.9,149.52,137.13,129.93,129.17,863.91,125.13,130.44,110.39,82.854,808.43,59.742,147.91,98.468,76.895,2047.9,303.59,217.14,132.33,113.55,1563.2,314.27,135.37,100.55,63.972,733.64,327.85,273.23,188.32,166.86,2410,508.75,310.6,179.04,183.32,2030.6,366.03,181.13,125.17,68.965,1133.8,222.42,62.975,18.2,-19.113,1892.2,693.99,238.6,53.005,93.507,1633.6,199.52,-37.279,-108.37,-46.518,1197.7,328.36,125.05,45.635,55.641,2186.7,726.38,296.12,158.58,124.46,1931.4,502.67,127.22,0.58628,41.965,1736.6,428.38,195.5,86.309,113.77,1545,668.49,279.59,79.922,89.278,2359.8,533.71,233.55,150.16,109.58,1644,601.94,243.01,139.9,106.65,3068.7,1046.3,456.77,227.73,185.5,810.97,221.42,168.86,103.91,69.064,599.92,186.78,182.13,98.124,67.096,1
1720.4,861.15,401.27,319.63,317.3,2623.7,1272.5,573.31,466.68,417.51,822.72,453.96,230.58,181.04,161.1,774.41,427.58,256.57,232.9,258.45,1609.1,479.92,320.35,203.66,273.83,1309.8,582.37,286.24,220.38,183.12,503.74,389.77,173.67,134.04,86.033,527.46,416.09,299.29,308.21,322.12,2897.5,862.93,517.68,362.07,354.99,2281,488.2,210.81,189.08,183.32,854.58,489,213.77,157.73,152.86,994.77,499.42,200.96,147.8,150.99,904.28,598.24,227.57,153.26,137.22,824.09,573.36,209.38,125.47,104.09,1658.5,576.06,258.79,160.73,145.56,1279.6,468.61,197.44,125.73,111.98,835.36,556.53,259.07,223.62,197.33,2079.4,640.94,272.55,222.15,231.12,1772.9,462.18,233.42,173.24,132.41,1015.6,399.63,200.7,160.25,113.65,1912.2,877.53,430.73,300.89,251.05,1295.7,337.08,173.94,133.3,97.932,1127.2,483.05,263.43,184.87,161.12,1985.8,792.9,419.45,305.75,274.17,1651.4,674.63,300.48,226.36,205.04,1652.9,575.54,249.98,236.43,206.27,1538.3,733.69,313.72,260.75,234.38,1959.4,651.7,317.31,225.53,213.42,1473,772.35,361.25,245.54,207.63,3069.9,1207.3,571.09,420.71,401.94,759.58,561.6,247.19,161.1,119.11,755.77,532.99,238.97,126.42,97.701,1
1253.3,371.83,-43.661,-38.907,-115.34,2216.8,591.61,-170.94,-128.22,-137.39,461.45,250.34,-49.013,-219.28,-72.737,553.38,10.439,87.325,34.17,-108.64,1190.8,183.42,112.12,-149.87,-73.259,1360.4,358.41,77.099,33.487,-112.3,484.37,113.62,93.091,58.113,-23.557,399.08,317.79,331.37,307.94,306.57,2154.8,638.4,278.37,18.024,126.82,2002,392.73,122.31,76.245,31.595,630.97,273.41,-9.3531,19.093,-17.637,618.12,276.11,81.682,66.576,-8.722,669.87,321.83,51.62,28.191,-41.097,551.64,391.36,166.74,88.171,19.763,1139,415.26,157.56,79.684,7.7544,1066.1,352.87,131.63,49.459,20.847,773.47,340.33,89.396,144.69,43.636,1947,548.07,95.241,158.92,77.495,1495.1,397.97,151.35,16.431,-35.982,1006.5,100.24,-138.89,-263.49,-435.12,1362.6,222.33,-364.88,-364.57,-787.64,1112.4,-49.961,-389.89,-282.8,-410.29,767.3,10.583,-130.03,-199.15,-336.76,1478.8,348.07,-29.882,-47.17,-153.82,1100.5,-66.934,-298.35,-336.59,-459.4,1529,270.97,-43.205,-305.72,-302.19,1409.8,324.72,-308.18,-175.03,-74.982,1364.8,324.39,-18.924,-39.296,-91.929,1288.9,490.6,98.541,19.685,-41.959,2215.2,703.22,-118.85,-49.733,-53.828,832.35,408.15,134.17,44.052,-26.271,677.59,474.22,167.78,75.345,5.7535,1
1772.4,806.32,397.17,346.76,368.9,2945,1208.8,547.88,478.31,461.42,751.39,349.62,164.88,134.87,109.9,752.51,317.76,153.96,151.07,106.41,1680.7,470.78,187.49,132.86,144.75,1443.4,608.53,279.16,216.75,213.01,501.94,367.16,162.77,78.349,66.524,455.35,260.66,166.31,149.55,100.4,2680.8,892.17,430.43,350.79,323.53,2379.1,580.39,202.15,223.96,261.89,705.71,383.12,196.77,150.94,126.68,896.1,325.26,173.49,146.56,136.26,773.6,414.88,198.79,156.67,126.81,750.54,318.26,195.12,131.15,106.66,1632.9,498.59,237.96,180.18,179.3,1280.3,362.56,162.98,138.42,128.84,795.5,437.82,280.72,234.4,260.29,2284.6,668.43,300.67,269.21,320.26,1718.9,436.3,212.41,170.33,163.34,1033.5,331.26,182.31,179.44,143.84,1694,852.24,525.69,372.69,372.35,1214.9,327.5,204.26,190.3,188.69,1031.4,490.13,242.53,211.44,181.16,1799.5,860.49,398.23,348.1,295.84,1524.2,719.32,331.35,290.99,268.59,1874.2,654.7,347.25,312.58,288.45,1795.5,755.71,347.43,283.05,283.74,1798.4,645.37,306.15,266.66,231.2,1328.7,797.49,331.26,272.48,227.99,2658.5,1189.3,606.13,456.12,416.79,807.64,474.81,207.32,146.61,118.59,646.39,362.21,205.9,117.72,83.993,1
1904.7,847.19,391.97,325.85,320.47,2951.6,1298.1,594.94,417.97,433.82,976.83,378.98,208.98,149.04,133.89,837.04,372.92,208.76,158.18,157.8,1925.3,449.64,208.99,192.69,130.65,1565.8,573.6,288.72,219.28,180.7,547.22,349.07,166.77,113.22,76.243,459.28,287.58,138.64,106.41,75.378,3810.6,819.84,417.13,282.74,265.85,2826.6,486.26,212.77,202.84,178.95,913.01,315.31,197.14,141.13,125.16,1061.1,318.05,187.03,143.82,107.6,903.27,377.73,224.06,149.02,127.69,776.27,429.43,221.71,135.59,97.102,1925.3,664.86,283.64,181.78,144.05,1607.9,385.17,184.75,130.84,104.86,984.3,429.38,289.61,231.9,223.18,2492.8,614.87,303.68,259.1,229.03,2211.7,381.58,228.62,168.35,125.72,1288,321.41,210.98,173.24,132.58,2282.4,839.47,447.62,307.71,284.32,1690.1,296.27,193.29,139.75,111.7,1255.9,511.94,262.94,182.58,158.7,2387.8,960.27,418.53,284.2,281.23,2023.7,734.94,324.32,199.86,194.35,2035.7,510.7,274.1,219.51,183.28,1798,807.65,355.36,256.89,253.14,2437.6,692.88,325.42,206.09,200.21,1808.4,748.18,321.86,243.9,210.7,3831.1,1239.2,617.86,403.17,404.76,854.41,516.02,229.69,163.36,127.36,745.23,580.74,240.95,158.36,104.09,1
2281.3,925.53,441.73,337.96,321.13,3343.4,1445.2,656.48,469.96,443.81,1045.1,404.6,271.53,236.87,177.11,1058.6,405.27,251.28,297.54,228.17,2315.1,608.86,330.66,239.81,222.33,1737,665.19,300.23,220.82,187.8,676.94,431.57,209.94,166.81,136.97,628.99,366.65,278.26,259.4,283.94,4255.5,1072.8,481.36,368.21,327.84,3382.8,722.74,261.22,200.29,214.28,953.98,387.79,208.94,155.37,141.01,1360.1,293.14,187.55,138.67,125.74,1032.3,421.14,216.79,160.22,136.63,1086,420,210.26,135.71,110.27,2424.4,644.41,263.25,199.93,170.84,1958.3,397.72,176.86,133.95,124.83,983.68,495.63,278.08,214.66,205.91,3112.4,765.82,343.08,246.57,255.77,2530.2,541.84,235.22,173.23,151.31,1462.4,395.52,207.18,160.67,132.85,2310.1,959.35,466.33,355.9,298.04,1985.3,411.44,201.81,174.06,147.19,1372.8,527.53,264.96,217.97,177.1,2510.6,961.82,435.84,320.73,298.9,2308.6,778.44,337.8,300.9,231.9,2322.5,700.82,337.8,251.08,242.36,2053.6,826.07,382.82,301.57,270.55,2844.6,720.28,323.35,260.34,232.8,1764.8,739.46,358.73,259.12,229.7,3947.2,1350.3,616.81,458.46,427.18,879.4,428.69,227.01,159.39,124.24,760.49,491.54,208.87,145.37,95.06,1
1694.5,776.38,412.24,321.88,277.36,2570.5,1177.5,547.94,399.24,361.23,842.03,364.87,161.34,113.33,82.938,908.08,334.5,142.99,126.23,105.68,1975.6,445.24,210.34,127.71,95.78,1542.4,562.69,294.25,197.68,170.19,626.19,406.49,162.88,100.02,73.289,544.21,303.76,141.83,90.632,64.488,3789.6,889.4,399.13,271.23,262.86,3000.5,503.07,232.55,195.59,175.11,777.72,343.76,187.88,122.22,116.61,1176.6,312.4,197.94,132.31,117.96,890.35,356.95,209.68,139.54,119.85,906.28,368.74,206.88,146.31,103.91,2120.1,478.6,249.76,164.11,147.42,1662.9,397.94,165.86,112.66,103.48,886.3,403.8,254.47,210.33,178.38,2622.9,582.11,319.83,249.6,230.83,2230.5,396.1,218.15,152.19,121.96,1267.5,303.55,204.66,145.53,106.11,1947.1,795.46,455.31,292.98,268.13,1755.3,308.94,183.39,144.55,107.47,1143.6,416.32,256.63,147.76,142.62,2074.9,823.22,392.85,262.13,260.66,1922.6,627.12,295.05,169.45,177.67,2077,599.31,285.53,187.19,160.72,1625.6,720.81,303.7,201.14,199.49,2428.7,638.65,287.19,174.72,191.05,1499.6,712.09,326.1,226.01,210.78,3274.3,1180.1,529.55,359.52,354.29,839.65,429.45,201.75,136.99,120.36,724.4,456.12,181.09,123.43,89.862,1
1919.8,867.91,433.87,318.73,286.08,2980.3,1241,618.05,428.25,397.29,890.64,424.35,211.28,171.92,157,837.45,416.19,246.61,213.82,190.09,1737,517.01,293.59,253.38,261.52,1501.1,628.72,291.42,196.31,171.21,542.05,367.82,137.98,121.91,94.205,456.36,276.94,133.14,68.627,59.568,3367,910.67,421.21,334.63,257.3,2528.5,549.51,232.55,198.38,179.89,954.81,407.62,175.79,137.41,116.18,1047.2,414.85,188.03,136.82,103.59,982.82,441.58,199.6,143.23,117.04,811.71,458.05,188.46,133.78,100.14,1809,525.02,229.27,182.6,141.69,1449.4,438.81,163.46,133.37,110.57,975.83,456.28,262.35,258.01,194.69,2222.3,630.01,310.45,246.01,228.2,1936.7,486.45,204.01,177.47,131.01,1124.2,399,187.38,157.13,129.6,2199.3,856.92,457.31,315.25,270.3,1448.7,377.74,177.47,150.97,121.43,1300.1,459.95,245.91,164.31,148.43,2289.3,817.89,412.38,282.29,254.58,1917.9,632.08,273.12,214.8,196.37,1796.3,637.76,315.08,221.63,193.73,1788.4,785.65,360.01,247.65,241.02,2263.4,658.71,283.74,236.58,205.83,1722.9,793.3,361.64,246.34,198.84,3547.8,1181.9,582.24,425.32,384.98,893.98,532.3,235.38,150.66,110.11,697.34,543.17,210.63,141.8,94.221,-1
1623.9,775.72,390.92,306.67,290.38,2629.4,1202.4,581.79,432.69,429.03,936.81,441.19,253.48,184.85,182.01,767.55,357.43,230.58,208.08,216.05,1713.1,451.24,311.78,271.86,338.9,1504.1,581.35,277.56,216.11,171.78,570.35,395.37,176.13,147.37,163.11,540.78,391.24,255.29,265.42,251.14,2844.4,934.04,459.7,345.04,319.63,2438.1,507.97,215.45,198.39,183.26,699.96,406.34,199.87,153.51,137.2,920.08,454.6,183.79,156.07,133.31,756.01,479.15,214.67,152.89,122.94,730.02,500.21,207.2,127.65,100.96,1541.2,546.88,238.01,166.47,139.42,1377.9,381.05,163.61,110.93,109.19,845.69,453.55,223.98,198.92,188.09,2271.9,580.15,258.42,239.65,214.82,1855,456.4,211.99,158.25,128.52,1122.8,400.18,164.6,110.81,112.32,1727.6,860.12,397.77,318.43,278.89,1311.2,367.73,207.31,155.41,121,1031.7,487.84,251.22,185.59,162.31,1767.3,810.93,393.93,297.56,282.81,1519,639.51,307.42,214.71,221.25,1851.1,609.59,287.87,277.16,263.87,1678.9,727.46,350.24,273.65,266.53,1861.5,606.06,287.66,218.11,224.77,1304.7,768.14,333.09,230.46,205.35,2682,1148,584.33,438.92,430.67,736.11,520.86,209.86,139.68,108.58,612.56,509.68,209.14,122.85,93.99,1
2585.1,1098.5,501.41,330.06,325.27,4166.5,1659.2,754.6,427.58,425.41,1069.2,422.89,212.03,142.9,124.08,1075.6,366.2,214.57,155.82,165.56,2051.5,483.86,236.84,192.57,176.24,1967.3,690.89,322.67,207.22,199.1,647.28,359.3,183.75,105.39,83.427,534.51,227.16,138.35,94.917,74.026,3626.1,1087.9,506.8,284.73,249.72,3010.2,582.28,251.11,177.76,191.39,1087.7,451.71,217.02,138.25,131.31,1155.5,386.28,194.64,144.7,123.83,1080.3,484.84,229.7,146.67,130.41,945.62,468.59,208.05,142.42,110.09,1967.9,603.29,267.87,176.02,158.72,1623.5,407.84,169.99,123.82,103.51,1077.8,537.35,284.06,247.77,230.74,2864.8,719.14,355.06,243.91,253.44,2222.5,432.93,198.39,164.24,132.7,1378.3,360.2,193.36,153.56,115.94,2654.5,1159.7,532.97,306.4,301.13,1671.1,351.05,189.17,142.99,118.68,1530.7,610.22,288.37,177.92,160.96,2715.2,1124.8,498.64,282.28,278.83,2145.4,830.43,381.75,226.95,199.01,2341.3,698.28,341.13,222.85,237.08,2531.3,954.71,437.76,252.38,263.35,2440.7,834.94,354.79,222.1,205.62,2095.4,883.49,410.76,226.65,219.1,4156.6,1599.2,719.49,423.21,411.52,1027.1,519.23,229.02,152.95,127.05,845.53,513.1,203.1,152.25,116.21,1
1120.1,670.68,575.16,580.06,410.7,1357,723.1,488.84,330.3,231.23,1961.7,1003.7,620.3,405.15,284.42,1611.5,930.42,659.59,445.79,321.56,390.32,250.72,223.2,162.96,113.83,1012.7,620.28,444.11,324.99,232.82,414.59,283.75,269.26,251.05,178.7,655.88,514.2,484.01,429.48,366.12,1282.6,843.91,581.95,405.61,288.9,2218.3,1103.6,657.34,443.93,327.38,1444.8,752.37,481.2,330.48,235.37,776.45,501.78,337.11,222.75,171.47,1544.3,742.73,453.38,317.7,209.43,1170.1,920.42,584.63,418.26,273.49,1963,945.97,579.81,396.13,270.93,1852.2,969.98,611.79,399.89,288.02,1364.4,819.23,674.83,507.88,407.59,489.36,351.39,310.45,288.83,189.42,1338.7,774.89,525.45,383.21,259.7,1041.3,813.15,624.26,497.41,350.62,608.94,521.42,410.44,431.8,307.64,2923.9,1501.1,972.99,683.54,466.04,3835.9,1929.9,1196,814.56,578.19,2370.7,1432.7,918.1,660.63,496.28,613.54,383.13,270.24,171.6,141.73,349.17,384.16,347.39,304.61,237.48,688.95,462.68,388.4,378.12,270.85,1898.3,1142.1,709.65,486.92,350.93,3756.9,1820.1,1082.9,730.52,527.29,1005.9,766.27,595.64,441.8,313.27,1895.7,1040.4,645.71,479.27,341.15,787.83,581.29,459.06,333.03,230.18,1
4653.6,1079.5,465.97,524.11,382.24,1791.2,660.97,393.85,293.8,225.08,2251.9,924.53,514.75,375.83,288.5,1962.2,820.53,524.72,426.3,349.54,408.62,223.76,194.1,148.9,107.25,2001,630.75,381.93,308.1,215.42,1406.7,389.48,240.79,224.12,153.08,2331.5,702.37,452.72,419.79,376.94,1796.1,837.56,530.49,390.57,314.51,2461.3,1002,522.37,427.94,335.74,1838,708.72,432.74,302.95,242.92,1109.9,408.53,270.03,154.67,125.63,1613.6,683.67,407.95,271.76,199.93,1924.9,1009.5,555.29,394.46,255.51,2262.5,911.18,520.36,357.6,247.48,2184.4,882.26,525.67,374.1,299.74,2280.8,802.09,546.61,464.22,353.73,1363,382.66,253.88,238.12,186.86,2186.1,752.79,474.77,347.43,253.15,2424.1,905.8,551.07,445.94,350.13,2557.1,719.18,416.15,397.52,289.77,3441.6,1426.6,837.19,616.81,488.96,4701.7,1810.1,1032.5,768.5,591.02,4314.7,1455.4,814.79,633.31,479.78,856.71,326.26,231.3,176.65,142.13,1366.7,469.77,361.86,277.52,265.19,2682.6,694.1,364.1,400.61,310.84,2547.7,1041.2,574.21,443.02,368.82,4448.6,1658.7,873.9,702.21,551.86,2235.8,801.16,496.94,401.23,347.37,3076.7,1050.9,571.58,461.29,344.71,1935,599.97,386.91,263.16,184.47,1
595.25,630.92,624.68,530.05,440.82,1234.2,730.51,434.4,287.29,223.41,2129.9,983.3,547.77,344.63,296.35,1694.4,881.79,616.15,418.96,335.35,369.6,235.58,228.02,153.27,118.77,766.76,617.31,414.13,298.59,218.14,244.83,234.06,261.39,220.54,160.63,387.68,488.71,503.01,444.08,392.55,1393.1,807.86,551.66,392.52,293.37,2351.9,1051.2,589.22,375.47,313.2,1435.2,734.2,454.23,317.5,231.08,891.7,589.23,393.97,279,211.76,1562.3,739.87,431.27,304.58,228.92,1206.6,907.01,569.27,394.8,289.49,1803.8,982.61,562.68,370.25,267.91,2080,921.71,559.18,371.29,285.74,1266.7,821.67,616,485.75,400.01,387.26,297.95,296.71,221.21,184.03,1129.3,788.06,531.92,354.21,243.41,1019.4,740.44,583.4,454.66,350.36,486.86,459.57,413.7,362.24,307.54,3263.5,1477,907.59,600.63,461.69,3656.8,1917.2,1119.6,753.25,555.37,2019.6,1445.3,887.61,617.41,461.85,582.37,329.9,250.73,154.64,144.97,367.44,355.67,337.8,263.15,255.04,345.32,440.01,385.91,331.24,262.54,2048.1,1042.5,617.8,418.95,358.72,3649.3,1777.7,964,661.16,513.79,927.92,685.57,537.29,375.66,314.46,1612.8,1079.2,624.45,445.75,326.24,584.69,538.89,442.92,290.09,243.29,1
2434.2,555.3,539.86,500.08,483.2,713.73,393.63,353.75,293.12,221.21,913.36,514.71,373.18,336.33,285.46,1060.3,460.89,431.63,382.96,322.74,270.14,184.9,192.16,156.63,130.58,748.95,320.48,348.4,307.58,208.29,709.58,226.9,221.92,215.14,168.97,1524.5,465.08,494.93,446.26,411.58,991.86,502.37,394.66,349.95,257.85,943.27,489.48,381.58,364.34,273.46,591.24,399.37,326.93,261.55,205.05,1086.2,500.37,349.01,256.27,187.98,737.78,466.24,328.51,261.59,196.64,1321.8,777.07,491.1,387.67,279.05,931.97,576.98,400.45,333.93,248.71,867.19,498.08,374.05,318.68,253.92,649.88,454.52,514.92,524.83,388.42,929.61,251.43,280.53,252.5,203.79,822.01,401.88,399.5,341.86,245.53,1655,572.59,431.22,402.37,321.76,1550.2,516.5,361.29,362.77,286.83,1352.1,802.67,610.99,556.01,405.91,1429.7,916.85,726.34,685.83,491.8,1307.5,679.84,601.82,576.84,417.08,481.17,202.95,205.98,172.55,140.01,889.09,351.23,332.83,284.62,298.97,1316.5,345.73,312.43,339.53,267.61,1319,555.8,415.61,394.25,315.92,1316.1,815.32,620.71,591.05,462.78,1458.3,441.14,395.41,379.19,287.8,960.01,528.07,415.34,397.92,314.61,1367.9,426.84,347.7,300.03,223.43,-1
2294.9,744.33,536.69,538.65,459.62,903.22,493.2,354.46,272.13,227.11,1519.7,650.54,444.43,331.47,275.11,1463.6,654.11,525.34,399.12,342.6,310.31,231.44,214.18,159.96,124.37,844.02,438.41,355.54,267.52,222.82,732.31,327.39,225.31,217.06,168.91,1483.3,586.19,500.85,445.34,413.2,1252.7,661.21,478.97,375.8,267.51,1637.2,732.32,496.56,347.65,297.24,958.56,521.04,382.69,302.11,221.85,871.45,433.83,302.28,210.56,163.64,1011.2,530.08,378.25,281.06,202.2,1433.7,858.42,506.81,358.07,270.28,1256.6,658.79,474.73,344.3,263.66,1446.8,667.75,464.93,361.85,269.28,995.66,616.81,527.51,502.42,391.33,867.8,328.86,283.15,246.4,182.27,969.01,547.06,416.25,328.17,258.91,1686.4,740.61,504.63,430.02,326.9,1471.9,631.57,405.11,357.98,293.75,2240.1,1071,761.19,591.13,433.43,2427.5,1278.7,890.51,703.24,544.52,1815.8,983.31,707.04,555.84,466.39,578.31,263.12,199.95,166.49,136.39,852.72,418.68,381.53,278.27,268.15,1270.2,484.34,378,314.57,297.04,1761,782.1,500.52,424.5,326.95,2400.2,1161.1,772.33,618.85,504.63,1484.3,634.59,499.72,385.98,304.78,1284.2,688.44,516.54,413.65,352.23,1291.9,523.43,406.95,298.12,223.28,-1
